,age,entId,eventContent,eventEndDate,eventEndTime,eventNm,eventStartDate,eventTime,fee,hoseInstitution,latitude,longitude,managementDept,note,phoneNum,place,rateInfo,roadNameAddress
101,아동 동반 가족,420838,백수백복도 금박체험,2020-09-19,12:30,제19회 우리가족 HAPPY WEEKEND,2020-09-19,10:00,,울산박물관,35.527139,129.308691,울산박물관,,052-229-4722,울산박물관 체험실,무료,울산광역시 남구 두왕로 277
102,아동,420837,백수백복도 금박체험,2020-09-12,12:30,제62회 어린이 1일 박물관학교,2020-09-12,10:00,,울산박물관,35.527139,129.308691,울산박물관,,052-229-4722,울산박물관 체험실,무료,울산광역시 남구 두왕로 277
103,,420836,초등 단체 교육,2020-12-18,12:00,알라딘 램프 속 울산박물관,2020-05-25,09:30,,울산박물관,35.527139,129.308691,울산박물관,,052-229-4722,울산박물관 전시실,무료,울산광역시 남구 두왕로 277
104,아동 동반 가족,420835,전통 및 지역문화 책 만들기,2020-09-26,16:00,"제방이야기 하나, 둘, 셋",2020-09-12,14:00,,을산박물관,35.527139,129.308691,을산박물관,매주 토,052-229-4727,울산박물관 약사동제방유적전시관,무료,울산광역시 남구 두왕로 277
105,,420834,청소년 진로체험,2020-12-18,12:00,"박물관, 박물관 사람들",2020-05-25,09:30,,울산박물관,35.527139,129.308691,울산박물관,,052-229-4722,울산박물관 세미나실,무료,울산광역시 남구 두왕로 277
106,성인,420833,학술대회,2020-09-26,18:00,2020년 제8회 대곡박물관 학술대회 지리와 경관을 통해 살펴보는 울산,2020-09-26,12:45,,대곡박물관,35.527139,129.308691,대곡박물관,,052-229-4782,울산박물관 대강당,무료,울산광역시 남구 두왕로 277
107,시민 전체,420832,울산 무형문화재 관련 전시,2020-11-29,18:00,2차 특별전'기와 예를 잇다-울산의 무형문화재',2020-09-22,09:00,,울산박물관,35.527139,129.308691,울산박물관,,052-229-4732,울산박물관 기획전시실2,무료,울산광역시 남구 두왕로 277
108,시민 전체,420831,9월 문화가 있는 날 영화상영식물도감,2020-09-30,16:00,울산박물관 문화가 있는 날 영화상영,2020-09-30,14:00,,울산박물관,35.527139,129.308691,울산박물관,매달 마지막 수,052-229-4725,울산박물관 강당,무료,울산광역시 남구 두왕로 277
109,성인,420830,정원의 미학' 주제 강연,2020-10-27,16:30,울산박물관대학,2020-09-15,14:00,,울산박물관,35.527139,129.308691,울산박물관,매주 화,052-229-4721,울산박물관 강당,무료,울산광역시 남구 두왕로 277
110,성인,420829,전통음악,2020-09-27,22:00,2020 아시아퍼시픽뮤직미팅,2020-09-25,19:00,,울산문화재단,35.5428968602,129.3270732746,울산문화재단,없음,052-270-9302,"울산문화예술회관 소공연장, 야외공연장",무료,울산광역시 남구 번영로 200
111,전체,420828,울산예술지원 선정자 전시,2020-09-29,18:00,시선(視線),2020-09-23,10:00,,옥진명,35.5428968602,129.3270732746,옥진명,,052-259-7952,울산문예회관 2전시장,무료,울산광역시 남구 번영로 200
112,성인,420827,도시재생에 대해 이해하고 울산의 건축적 유산을 알아보는 강연 및 탐방,2020-09-13,16:00,2020년 길 위의 인문학,2020-09-11,14:00,,한국도서관협회,35.5584377911,129.1377330388,한국도서관협회,"금, 토, 일 / 코로나19 확산상황에 따라 일정 변경 가능",052-229-6903,"울산도서관문화교실 2, 탐방지",무료,울산광역시 울주군 언양읍 언양로 109
113,성인,420826,권비영 작가와 함께하는 문학교실,2020-12-10,16:00,울산도서관·울산인재평생교육진흥원이 함께하는 글쓰기 인문학,2020-09-10,14:00,,"울산도서관, 울산인재평생교육진흥원",35.5584377911,129.1377330388,"울산도서관, 울산인재평생교육진흥원",매주 목 / 코로나19 확산상황에 따라 일정 변경 가능,052-229-6903,울산도서관문화교실 2,무료,울산광역시 울주군 언양읍 언양로 109
114,성인,420825,러시아문학 주요 작품을 통한 중요 주제 및 질문에 대한 사유,2020-11-25,17:00,2020년 도서관 지혜학교,2020-09-09,14:00,,한국출판문화산업진흥원,35.5584377911,129.1377330388,한국출판문화산업진흥원,매주 수 / 코로나19 확산상황에 따라 일정 변경 가능,052-229-6903,울산도서관문화교실 1,무료,울산광역시 울주군 언양읍 언양로 109
115,,420824,테마별 또는 온가족이 함께하는 영화 상영,2020-12-31,16:00,영화상영,2020-01-01,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,,052-229-6905,울산도서관 종합영상실,무료,울산광역시 남구 꽃대나리로 140
116,,420823,책을 읽고 재미있는 독후활동을 통해 독서에 대해 흥미유발하는 독서회,2020-12-20,12:00,알짜배기,2020-05-31,10:00,,울산도서관,35.53254338,129.3445634,울산도서관,,052-229-6906,울산도서관 2층 문화교실4,무료,울산광역시 남구 꽃대나리로 140
117,,420822,책을 읽고 토론을 통해 사고의 폭을 넓히는 독서회,2020-12-20,12:00,책잇수다,2020-05-31,10:00,,울산도서관,35.53254338,129.3445634,울산도서관,,052-229-6906,울산도서관 2층 문화교실3,무료,울산광역시 남구 꽃대나리로 140
118,성인,420821,"베테랑 여행작가의 여행 이야기 코로나시대 언텍트 여행의 대표 테마, 캠핑의 모든 것",2020-09-26,16:00,9월 독서의 달 행사,2020-09-26,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관 2층 문화교실1,무료,울산광역시 남구 꽃대나리로 140
119,어린이,420820,여행 클레이 마그넷 만들기,2020-09-19,11:50,9월 독서의 달 행사,2020-09-19,10:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관 2층 문화교실1,무료,울산광역시 남구 꽃대나리로 140
120,성인,420819,알밤소풍 김지안 작가와의 만남,2020-09-12,16:00,9월 독서의 달 행사,2020-09-12,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관 2층 문화교실1,무료,울산광역시 남구 꽃대나리로 140
121,어린이,420818,원예로 만나는 가을,2020-09-12,11:30,9월 독서의 달 행사,2020-09-12,10:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관 2층 문화교실1,무료,울산광역시 남구 꽃대나리로 140
122,성인,420817,가을愛커피,2020-09-08,16:00,9월 독서의 달 행사,2020-09-08,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관 2층 문화교실1,무료,울산광역시 남구 꽃대나리로 140
123,,420816,종교의 탄생,2020-09-10,21:00,2기 인문학 아카데미,2020-08-13,19:00,,울산도서관,35.53254338,129.3445634,울산도서관,,052-229-6903,울산도서관 2층 문화교실 1,무료,울산광역시 남구 꽃대나리로 140
124,울산시민,420815,영화 모아나 상영,2020-09-26,17:00,9월 독서의 달 행사,2020-09-26,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6906,울산도서관 1층 종합영상실,무료,울산광역시 남구 꽃대나리로 140
125,울산시민,420814,영화 펭귄: 위대한 모험2 상영,2020-09-23,17:00,9월 독서의 달 행사,2020-09-23,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6906,울산도서관 1층 종합영상실,무료,울산광역시 남구 꽃대나리로 140
126,울산시민,420813,영화 니모를 찾아서 상영,2020-09-19,17:00,9월 독서의 달 행사,2020-09-19,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6906,울산도서관 1층 종합영상실,무료,울산광역시 남구 꽃대나리로 140
127,울산시민,420812,영화 뷰티인사이드 상영,2020-09-16,17:00,9월 독서의 달 행사,2020-09-16,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6906,울산도서관 1층 종합영상실,무료,울산광역시 남구 꽃대나리로 140
128,울산시민,420811,영화 업 상영,2020-09-12,17:00,9월 독서의 달 행사,2020-09-12,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6906,울산도서관 1층 종합영상실,무료,울산광역시 남구 꽃대나리로 140
129,울산시민,420810,영화 남자들만의 여행 상영,2020-09-09,17:00,9월 독서의 달 행사,2020-09-09,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6906,울산도서관 1층 종합영상실,무료,울산광역시 남구 꽃대나리로 140
130,울산시민,420809,울산도서관과 울산대가 함께하는 기획전시,2020-09-27,18:00,9월 독서의 달 행사,2020-09-08,09:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6904,울산도서관 1층 전시실,무료,울산광역시 남구 꽃대나리로 140
131,누구나,420808,울산대 디자인건축융합대학 및 예술대학 작품 32점 전시,2020-09-27,18:00,지역대학과 함께하는 콜라보 전시,2020-09-08,09:00,,"울산도서관, 울산대학교",35.53254338,129.3445634,"울산도서관, 울산대학교",코로나19로 상황에 따라 변경 가능,052-229-6904,울산도서관 1층 전시실,무료,울산광역시 남구 꽃대나리로 140
132,울산시민,420807,책읽는 그대에게 행운을 (도서 대출자 대상 포춘쿠키 증정 행사),2020-09-26,17:30,9월 문화가 있는 날,2020-09-26,09:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19 확산으로 인해 취소된 8월 계획 행사 시행 예정코로나19로 상황에 따라 변경 가능,052-229-6906,울산도서관 1층 로비,무료,울산광역시 남구 꽃대나리로 140
133,울산시민,420806,동화로 떠나는 클래식 여행  이상한 나라의 앨리스 공연,2020-09-26,12:00,9월 독서의 달 행사,2020-09-26,11:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관 1층 다목적홀,무료,울산광역시 남구 꽃대나리로 140
134,울산시민,420805,어린이 뮤지컬 알라딘 공연,2020-09-12,11:20,9월 독서의 달 행사,2020-09-12,10:30,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관 1층 다목적홀,무료,울산광역시 남구 꽃대나리로 140
135,울산시민,420804,도서관 스탬프 투어,2020-09-22,18:00,9월 독서의 달 행사,2020-09-12,09:00,,울산도서관,35.53254338,129.3445634,울산도서관,코로나19로 상황에 따라 변경 가능,052-229-6905,울산도서관,무료,울산광역시 남구 꽃대나리로 140
136,,420803,"각종 문화 공연 및 행사, 영화상영 등",2020-12-31,16:00,문화가 있는 날,2020-01-01,14:00,,울산도서관,35.53254338,129.3445634,울산도서관,,052-229-6905,울산도서관,무료,울산광역시 남구 꽃대나리로 140
137,초등 전학련,420802,초등학생 독서퀴즈,2020-09-26,17:00,어린이독서퀴즈,2020-09-01,09:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월,052-259-7582,울산남부도서관어린이실(1층),무료,울산광역시 남구 거마로 13번길 6
138,전체,420801,곰돌이 푸 다시 만나 행복해,2020-09-13,15:44,인성시네마 영화상영,2020-09-13,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,일,052-259-7591,울산남부도서관시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
139,전체,420800,와와의 학교 가는 날,2020-09-12,15:28,주말영화 상영,2020-09-12,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,토,052-259-7591,울산남부도서관시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
140,15세이상,420799,꾸뻬씨의 행복여행,2020-09-06,15:59,직업시네마 영화상영,2020-09-06,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,일,052-259-7591,울산남부도서관시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
141,전체,420798,신밧드 7대양의 전설,2020-09-05,15:27,주말영화 상영,2020-09-05,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,토,052-259-7591,울산남부도서관시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
142,"유아, 아빠",420797,"동화구연, 독서체험 등",2020-09-26,11:50,아빠와 함께하는 도서관 세상,2020-09-12,11:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,"둘째,넷째 토",052-259-7576,울산남부도서관시청각실(지하),무료,울산광역시 남구 거마로 13번길 6
143,시니어,420796,도란도란 동화구연,2020-11-20,12:00,하반기 평생교육강좌,2020-09-18,10:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,금,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
144,일반성인,420795,4차 산업혁명 시대의 독서 비법과 글쓰기,2020-11-26,16:00,하반기 평생교육강좌,2020-09-17,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,목,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
145,일반성인,420794,역사 속의 건축 기행,2020-11-12,12:00,하반기 평생교육강좌,2020-09-17,10:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,목,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
146,직장인,420793,나만 알고 싶은 스마트폰 활용법 노하우,2020-11-25,21:00,하반기 평생교육강좌,2020-09-16,19:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,수,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
147,일반성인,420792,스토리가 있는 정원 만들기,2020-11-11,16:00,하반기 평생교육강좌,2020-09-16,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,수,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
148,일반성인,420791,영화와 함께하는 가족의 발견,2020-11-25,12:00,하반기 평생교육강좌,2020-09-16,10:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,수,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
149,일반성인,420790,쉽게 배워 활요하는 사주명리학,2020-11-17,16:00,하반기 평생교육강좌,2020-09-15,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,화,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
150,일반성인,420789,스토리텔링 자서전 아카데미,2020-11-17,12:00,하반기 평생교육강좌,2020-09-15,10:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,화,052-259-7561,울산남부도서관교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
151,"대학생,취준생",420788,어디든 통하는 자소서 & 면접 합격 기술,2020-10-28,21:00,하반기 평생교육강좌,2020-09-16,19:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,수,052-259-7561,울산남부도서관교양강좌1실(1층),무료,울산광역시 남구 거마로 13번길 6
152,청소년,420787,중학생 독서토론,2020-09-12,17:00,한마음독서회,2020-09-12,15:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월셋째토,052-259-7553,울산남부도서관교양강좌1실(1층),무료,울산광역시 남구 거마로 13번길 6
153,도서관 이용자,420786,최영숙 개인전 展,2020-09-29,18:00,내 마음에 꽃을 담다,2020-09-15,9:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월,052-259-7572,울산남부도서관1층로비,무료,울산광역시 남구 거마로 13번길 6
154,유아,420785,"영어스토리텔링, 과학실험,손유희",2020-09-12,12:00,영어스토리텔링,2020-09-12,11:30,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월 둘째주토,052-259-7576,울산남부도서관 영유아자료실(1층),무료,울산광역시 남구 거마로 13번길 6
155,유아,420784,두뇌발달 오감놀이,2020-09-24,11:50,북스타트 후속 프로그램,2020-09-10,11:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매주 목,052-259-7576,울산남부도서관 영유아자료실(1층),무료,울산광역시 남구 거마로 13번길 6
156,유아,420783,엄마랑 아이랑 그림책 여행,2020-10-21,16:50,북스타트 후속 프로그램,2020-09-09,16:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매주 수,052-259-7576,울산남부도서관 영유아자료실(1층),무료,울산광역시 남구 거마로 13번길 6
157,유아,420782,이야기클래식: 리틀 모짜르트를 위하여,2020-10-20,17:30,북스타트 후속 프로그램,2020-09-08,16:40,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매주 화,052-259-7576,울산남부도서관 영유아자료실(1층),무료,울산광역시 남구 거마로 13번길 6
158,유아,420781,그림책 들려주기,2020-09-26,15:30,할머니가 들려주시는 이야기 보따리,2020-09-26,15:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월 마지막 토,052-259-7576,울산남부도서관 영유아자료실(1층),무료,울산광역시 남구 거마로 13번길 6
159,유아,420780,"동화책 들려주기, 손유희, 율동",2020-09-23,16:30,동화구연,2020-09-23,16:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월 마지막수,052-259-7576,울산남부도서관 영유아자료실(1층),무료,울산광역시 남구 거마로 13번길 6
160,전체,420779,티모시 그린의 이상한 삶,2020-09-27,15:45,인성시네마 영화상영,2020-09-27,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,일,052-259-7591,울산남부도서관 시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
161,12세이상,420778,나의 특별한 형제,2020-09-26,15:54,주말영화 상영,2020-09-26,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,토,052-259-7591,울산남부도서관 시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
162,12세이상,420777,소수의견,2020-09-23,16:00,수요영화,2020-09-23,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월 마지막수,052-259-7572,울산남부도서관 시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
163,12세이상,420776,맨 오브 마스크,2020-09-20,15:57,직업시네마 영화상영,2020-09-20,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,일,052-259-7591,울산남부도서관 시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
164,15세이상,420775,이프 온리,2020-09-18,15:36,라온누림시네마토론회,2020-09-18,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,금,052-259-7591,울산남부도서관 시청각실(지하1층),무료,울산광역시 남구 거마로 13번길 6
165,유아,420774,[동화뮤지컬]아기 도깨비와 노래 주머니,2020-09-12,16:00,가족과 함께하는 어린이 공연,2020-09-12,15:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,토,052-259-7576,울산남부도서관 시청각실(지하),무료,울산광역시 남구 거마로 13번길 6
166,청소년,420773,고등학생 독서토론,2020-09-26,16:00,프라이드고등학생독서회,2020-09-26,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월네번째 토,052-259-7578,울산남부도서관 세미나실(2층),무료,울산광역시 남구 거마로 13번길 6
167,일반성인,420772,"나를 위로하는 날, 힐링 숲체험",2020-09-24,21:00,도서관 길 위의 인문학,2020-09-22,19:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,"화,목",052-259-7561,울산남부도서관 교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
168,초 3-4,420771,생각 근육 키우기 하브루타 독서토론,2020-10-31,16:00,하반기 평생교육강좌,2020-09-19,14:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,토,052-259-7561,울산남부도서관 교육문화관(1층),무료,울산광역시 남구 거마로 13번길 6
169,초등4~6,420770,초등학생 독서토론,2020-09-19,17:00,꿈초롱어린이독서회,2020-09-19,15:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월셋째토,052-259-7582,울산남부도서관 교양강좌1실(1층),무료,울산광역시 남구 거마로 13번길 6
170,초 1-2,420769,FunFun English,2020-10-31,12:00,하반기 평생교육강좌,2020-09-19,10:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,토,052-259-7561,울산남부도서관 교양강좌1실(1층),무료,울산광역시 남구 거마로 13번길 6
171,성인,420768,성인독서토론,2020-09-09,12:00,꿈터독서회,2020-09-09,10:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,매월둘째수,052-259-7580,울산남부도서관            세미나실(2층),무료,울산광역시 남구 거마로 13번길 6
172,,420767,문인화 15점 내외(주제:''태화강변 이야기 3),2020-09-03,11:30,한숙자 작가 초대전,2020-08-12,10:00,,울산과학관,35.54008881,129.2683755,울산과학관,,052-220-1715,울산과학관갤럭시갤러리,무료,울산광역시 남구 남부순환도로 111(옥동)
173,,420766,3D코딩 메이커 개발자양성과정,2020-09-05,12:00,무한상상실 방학 특별프로그램,2020-08-08,09:30,,울산과학관,35.54008881,129.2683755,울산과학관,,052-220-1714,울산과학관 메이커교육실,무료,울산광역시 남구 남부순환도로 111(옥동)
174,전연령,420765,미술,2020-09-29,19:00,[대관전시] 제30회 울산한국화회 교류전,2020-09-25,10:00,,울산한국화회,35.5428968602,129.3270732746,울산한국화회,,,울산 문화예술회관 제4전시장,무료,울산광역시 남구 번영로 200
175,전연령,420764,미술,2020-09-29,19:00,[대관전시] 울산환경미술협회 회원전,2020-09-24,10:00,,울산환경미술협회,35.5428968602,129.3270732746,울산환경미술협회,,,울산 문화예술회관 제3전시장,무료,울산광역시 남구 번영로 200
176,전연령,420763,사진,2020-09-29,19:00,[대관전시] 제12회 옥진명 사진전,2020-09-25,10:00,,개 인 (옥진명),35.5428968602,129.3270732746,개 인 (옥진명),,,울산 문화예술회관 제2전시장,무료,울산광역시 남구 번영로 200
177,전연령,420762,미술,2020-09-23,19:00,[대관전시] 울산·부산·거제 현대미술 교류전,2020-09-19,10:00,,울산현대미술작가회,35.5428968602,129.3270732746,울산현대미술작가회,,,울산 문화예술회관 제1·2·3·4전시장,무료,울산광역시 남구 번영로 200
178,전연령,420761,혼합,2020-09-27,19:00,[대관전시] 아시아 퍼시픽 뮤직미팅,2020-09-25,10:00,,시 문화예술과(울산문화재단),35.5428968602,129.3270732746,시 문화예술과(울산문화재단),,052-270-9302,울산 문화예술회관  제1전시장,무료,울산광역시 남구 번영로 200
179,지역주민,420760,2020 글나래학교 시화 전시회,2020-09-29,18:00,"문해, 꽃길이 되다",2020-09-17,09:00,,울주도서관,35.5514991825,129.1386315328,울주도서관,9.17.(수)~9.29.(화),052-255-8171,울산 ktx역사 1층 로비,무료,울산광역시 울주군 삼남면 울산역로 177
180,일반성인,420759,하브루타 독서코칭(2급 자격증/ 비대면 온라인 강의),2020-09-22,16:00,하브루타 독서코칭(자격증) 과정,2020-07-14,14:00,,울주도서관,35.5584377911,129.1377330388,울주도서관,매주 화요일,052-255-8171,온라인강의 및 울주도서관,무료,울산광역시 울주군 언양읍 언양로 109
181,전체,420758,울산예술지원 선정자 공연,2020-09-10,20:30,테너 이지윤 독창회,2020-09-10,19:30,,이지윤,35.5428968602,129.3270732746,이지윤,,052-259-7952,예술문화회관아트홀,무료,울산광역시 남구 번영로 200
182,도서관이용자,420757,대출 정지 해제 및 대출 권수 두배로 확대,2020-09-23,18:00,문화가 있는 날,2020-09-23,09:00,,염포양정도서관,35.53186875,129.3939227,염포양정도서관,매달 마지막주 수요일,052-241-7450,염포양정도서관 자료실,무료,울산광역시 북구 염포로 685-1
183,,420756,대출 정지 해제 및 대출 권수 두배로 확대,2020-12-30,18:00,문화가 있는 날,2020-05-27,09:00,,염포양정도서관,35.53186875,129.3939227,염포양정도서관,,052-241-7450,염포양정도서관 자료실,무료,울산광역시 북구 염포로 685-1
184,,420755,대출 정지 해제 및 대출 권수 두배로 확대,2020-12-30,18:00,문화가 있는 날,2020-05-27,09:00,,울산과학관,35.53186875,129.3939227,염포양정도서관,,052-220-1714,염포양정도서관 자료실,무료,울산광역시 북구 염포로 685-1
185,성인,420754,매달 주제 도서를 읽고 독서토론,2020-09-17,11:50,아지랑이 독서회,2020-09-17,10:00,,염포양정도서관,35.53186875,129.3939227,염포양정도서관,매월 셋째주 목요일,052-241-7450,염포양정도서관 다목적실,무료,울산광역시 북구 염포로 685-1
186,성인,420753,「이야기가 꽃피는 그림책 세상」 강연,2020-11-27,12:00,2020 도서관 길 위의 인문학,2020-08-19,10:00,,한국도서관협회,35.53186875,129.3939227,한국도서관협회,"매주 수, 금",052-241-7450,염포양정도서관 다목적실,무료,울산광역시 북구 염포로 685-1
187,초등 1~3학년,420752,아트 앤 하트 미술,2020-09-25,16:50,여름학기 교육문화프로그램,2020-07-24,16:00,,염포양정도서관,35.53186875,129.3939227,염포양정도서관,매수 금,052-241-7450,염포양정도서관 다목적실,무료,울산광역시 북구 염포로 685-1
188,초등 1~3학년,420751,다독다독 독서교실,2020-09-23,16:50,여름학기 교육문화프로그램,2020-07-22,16:00,,염포양정도서관,35.53186875,129.3939227,염포양정도서관,매주 수,052-241-7450,염포양정도서관 다목적실,무료,울산광역시 북구 염포로 685-1
189,성인,420750,시낭송 교실,2020-09-22,11:50,여름학기 교육문화프로그램,2020-07-21,10:00,,염포양정도서관,35.53186875,129.3939227,염포양정도서관,매주 화,052-241-7450,염포양정도서관 다목적실,무료,울산광역시 북구 염포로 685-1
190,성인,420749,문화와 예술이 있는 옛길' 주제 현장답사,2020-09-25,18:00,2020년 답사프로그램,2020-09-18,14:00,,울산박물관,35.527139,129.308691,울산박물관,매주 금,052-229-4721,"언양, 병영 일원",무료,울산광역시 남구 두왕로 277
191,전체,420748,울산예술지원 선정단체 전시,2020-09-21,18:00,"식민지구 2020 - 오 염 (전, 아시아환경미술전)",2020-09-12,10:00,,(사) 민족미술인협회 울산지회,35.5566199684,129.3213369665,(사) 민족미술인협회 울산지회,,052-259-7952,어라운드울산,무료,울산광역시 중구 문화의거리 33
192,전체,420747,울산예술지원 선정자 전시,2020-09-10,18:00,정사빈 저 2회 개인전 - 기억(Memory)과 오기억(Paramnesia),2020-09-04,10:00,,정사빈,35.5566199684,129.3213369665,정사빈,,052-259-7952,어라운드 울산,무료,울산광역시 중구 문화의거리 33
193,성인,420746,음악,2020-09-27,22:00,[대관공연] 2020 에이팜(아시아퍼시픽 뮤직미팅),2020-09-27,15:00,,(재)울산문화재단,35.5428968602,129.3270732746,(재)울산문화재단,객석띄어앉기,052-270-9302,울산문화예술회관 야외공연장,무료,울산광역시 남구 번영로 200
194,성인,420745,음악,2020-09-26,22:00,[대관공연] 2020 에이팜(아시아퍼시픽 뮤직미팅),2020-09-26,19:40,,(재)울산문화재단,35.5428968602,129.3270732746,(재)울산문화재단,객석띄어앉기,052-270-9302,울산문화예술회관 야외공연장,무료,울산광역시 남구 번영로 200
195,성인,420744,음악,2020-09-25,22:00,[대관공연] 2020 에이팜(아시아퍼시픽 뮤직미팅),2020-09-25,19:00,,(재)울산문화재단,35.5428968602,129.3270732746,(재)울산문화재단,객석띄어앉기,052-270-9302,울산문화예술회관 야외공연장,무료,울산광역시 남구 번영로 200
196,성인,420743,콘서트,2020-09-23,22:00,[상설] 뒤 란,2020-09-23,19:30,,문화예술회관/ubc울산방송,35.5428968602,129.3270732746,문화예술회관/ubc울산방송,객석띄어앉기,052-275-9623,울산문화예술회관 야외공연장,무료,울산광역시 남구 번영로 200
197,어린이(6세 이상),420742,티슈페이퍼 아트,2020-09-20,11:00,숲속의 박물관 학교<낙서와 예술 사이>,2020-09-08,10:00,,암각화박물관,35.6080607234,129.1705538883,암각화박물관,"둘째, 넷째 화·목요일",052-229-4792,암각화박물관상설전시실 2층,무료,울산광역시 울주군 두동면 반구대안길 254
198,누구나,420741,선사시대 여인상 전시,2020-10-04,18:00,"2020년 암각화박물관 작은전시<선사여인, 반구대에 피어나다>",2020-05-12,09:00,,암각화박물관,35.6080607234,129.1705538883,암각화박물관,,052-229-4792,암각화박물관 특별기획전시실,무료,울산광역시 울주군 두동면 반구대안길 254
