,eventNm,opar,eventCo,eventStartDate,eventEndDate,eventStartTime,eventEndTime,chrgeInfo,mnnst,auspcInstt,phoneNumber,suprtInstt,seatNumber,admfee,entncAge,dscntInfo,atpn,homepageUrl,advantkInfo,prkplceYn,rdnmadr,lnmadr,latitude,longitude,referenceDate,insttCode
1903,제47회 목멱예술제 우리가락,예악당,제47회 목멱예술제 우리가락,2017-05-30,2017-05-30,19:30,21:30,무료,국립국악원,국립국악고등학교,02-3497-0860,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
1904,'시공의 여정' -우리춤,예악당,제47회 목멱예술제,2017-06-01,2017-06-01,19:30,21:30,무료,국립국악원,국립국악고등학교,02-3497-0800,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
1905,신쾌동류 거문고 산조,풍류사랑방,서정곤 거문고독주회,2017-06-02,2017-06-02,19:30,20:30,무료,국립국악원,서정곤,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
1906,인간문화재 양승희와 박윤경의 김죽파류 가야금산조,풍류사랑방,인간문화재 양승희와 박윤경의 김죽파류 가야금산조,2017-06-03,2017-06-03,17:00,18:40,무료,국립국악원,(사)김창조산조보존회,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
1907,남성가야금연주단 춘호가랑 정기연주회 음반발매 기념공연,우면당,춘호가랑 정기연주회,2017-06-04,2017-06-04,17:00,18:30,유료,국립국악원,춘호가랑,02-580-3300,,375,A석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
1908,지천명의 시절풍류,우면당,제16회  화고발표회,2017-06-08,2017-06-08,19:30,21:00,무료,국립국악원,(사)화고판소리고법보존회,02-580-3300,문화체육관광부. 서울특별시. 서울문화재단.크라운. 미스터리 의상실.(주) 골드론,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
1909,상반기 석촌호수 주말버스킹,석촌호수 동호 중앙수변무대,"연주, 댄스, 노래 등",2020-04-04,2020-06-28,14:00~18:00,null,무료,서울특별시 송파구청,서울특별시 송파구청,02-2147-2814,null,null,무료,null,null,null,http://culture.songpa.go.kr/user.kdf?a=songpa.culture.play.CultureApp&c=1001&cul_title=2&cate_id=AM0202002000,null,N,서울특별시 송파구 올림픽로 240,null,37.5113107836,127.0981403954,2020-02-13,3230000
1910,수요무대,구민회관 대강당,"뮤지컬, 연극 등",2020-01-29,2020-12-30,19:00,null,무료,서울특별시 송파구청,서울특별시 송파구청,02-2147-2873,null,607,무료,null,null,null,http://culture.songpa.go.kr/user.kdf?a=songpa.culture.play.CalApp&c=1003&cul1=4&cate_id=AM0202006000,http://culture.songpa.go.kr/user.kdf?a=songpa.culture.play.CalApp&c=1003&cul1=4&now_day=05&cate_id=AM0302007000,Y,서울특별시 송파구 백제고분로 242,null,37.5023585670,127.0934918580,2020-02-13,3230000
1911,서울놀이마당 상설정기공연,서울놀이마당,전통문화공연,2020-04-01,2020-10-30,15:00,null,무료,서울특별시 송파구청,서울특별시 송파구청,02-2147-2806,null,1750,무료,null,null,null,http://culture.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&c=1001&cate_id=AM0000000000,null,N,서울특별시 송파구 삼학사로 136,null,37.509357,127.098198,2020-02-13,3230000
1912,연극<민들레 바람되어>,유채꽃소극장,연극,2016-11-12,2016-11-12,15:00+18:00,null,유료,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,null,280,35천원,만 12세 이상,홈페이지 참조,null,http://www.gart.go.kr/,http://www.gart.go.kr/,Y,경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.59557025,127.129884,2019-12-06,3980000
1913,뮤지컬 원이엄마,웅부홀,뮤지컬,2020-07-01,2020-07-01,19:30,21:00,무료,신명기획,"경상북도, 안동시",,안동MBC,996,무료,방송대체,홈페이지 참조,대관,www.andongart.go.kr,www.andongart.go.kr,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4,36.5594096,128.7250766,2020-06-19,5070000
1914,경북연극제 출전 연극 '선이',백조홀,연극,2020-07-11,2020-07-11,19:00,20:30,무료,극단 광장,경상북도,054-857-1767,,276,무료,전연령,홈페이지 참조,대관,www.andongart.go.kr,www.andongart.go.kr,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4,36.5594096,128.7250766,2020-06-19,5070000
1915,창작오페라 '금지옥엽',웅부홀,연극,2020-07-17,2020-07-17,15:00,16:20,무료,독도오페라단,"경상북도, 안동시",,,996,무료,전연령,홈페이지 참조,대관,www.andongart.go.kr,www.andongart.go.kr,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4,36.5594096,128.7250766,2020-06-19,5070000
1916,2020 연극 전태일 '네 이름은 무엇이냐',웅부홀,연극,2020-07-22,2020-07-22,19:00,20:40,유료,2020 연극 전태일 추진위원회,나무닭움직임연구소,,어린이문화연대,996,"20,000원",10세 이상,홈페이지 참조,대관,www.andongart.go.kr,www.andongart.go.kr,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4,36.5594096,128.7250766,2020-06-19,5070000
1917,창작오페라 석주 이상룡,웅부홀,오페라,2020-08-08,2020-08-08,15:00,17:00,무료,로얄오페라단,경상북도,053-248-4500,문화체육관광부,996,무료,만7세이상,홈페이지 참조,대관,www.andongart.go.kr,www.andongart.go.kr,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4,36.5594096,128.7250766,2020-06-19,5070000
1918,기초교육 - 누비,민주평화교류원(지하1층),무형문화재 누비 장인의 전통 손 누비 바느질 방법을 배우고 실생활 아이템을 직접 만들어보는 과정,2016-10-28,2016-11-18,: 10:00 ~ 13:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"40,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/952,마감,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1919,예술夜-음악,문화정보원 B3 극장3,"예술을 좋아하고 즐기고 싶지만 시간을 내기 어려운 직장인들을 위한 예술을 통한 힐링 시간. 문화생활을 즐기고 싶지만 시간을 내기 어려운 직장인들을 위한 저녁 예술 강좌 저녁夜 그 음악편입니다. 나만을 위한 작은 무대 위, 저명한 음악가의 연주를 직접 감상하고, 그 음악에 담긴 시대상과 작곡가의 이야기를 들을 수 있습니다. 문화적 교양도 넓히고 아름다운",2016-10-27,2016-11-17,19:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"40,000원",null,null,null,https://www.acc.go.kr/board/schedule/education/879,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1920,전문교육 ? RE;MAKE 양복,민주평화교류원(지하1층),옷장 자리만 차지하는 옷들 다양한 아이디어로 세상에 한 점뿐인 옷 만들기 과정   ※ 교육→제작→전시→판매,2016-10-27,2016-11-17,: 10:00 ~ 14:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"60,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/955,홈페이지 예매,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1921,기초교육 ? 섬유 염색,민주평화교류원(지하1층),"섬유 염색의 기원, 종류 등 기본 내용을 익히고 실생활에 적용 가능한 표현 기법을 배우는 과정",2016-10-27,2016-11-17,: 15:00 ~ 18:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"40,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/950,홈페이지 신청,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1922,전문교육 ? RE;MAKE 한복,민주평화교류원(지하1층),장롱 속 한복의 재탄생 안 쓰는 한복으로 원단 개성을 살린 아이템 만들기 과정  ※ 교육→제작→전시 →판매,2016-10-26,2016-11-16,18:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"60,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/954,홈페이지 예매,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1923,기초교육 ? 자수,민주평화교류원(지하1층),실용성 높은 ‘광목’을 주재료로 한 다양한 생활 소품에 야생화 자수 놓기,2016-10-26,2016-11-16,10:00~13:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"40,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/951,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1924,신현희와김루트,나눔광장,"어찌 보면 아무것도 아닐 수 있는 일상의 조각들을 유쾌한 한 자락의 노래로 만들어 부르며, 중독성 있는 멜로디와 사투리 내레이션으로 듣는 이에게 신선한 충격과 재미를 준다.",2016-11-05,2016-11-05,19:00~20:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,전 연령,null,null,https://www.acc.go.kr/board/schedule/child/945,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1925,전문교육 ? DE;MAKE 직물변형,민주평화교류원 지하2층,섬유의 물리?화학적 특성을 이용한 직물 외관 변형을 통해 새로운 질감과 패턴의 소재를 디자인하는 과정 ※ 교육→제작→전시 →판매,2016-11-05,2016-11-26,15:00 ~ 18:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"60,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/958,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1926,"인공지능과 로봇의 시대, 직업과 교육: 나는 무엇을 공부하고 어떤 사람이 되어야 할까?",문화정보원 B3 극장3,다가올 인공지능과 로봇의 시대에서 무엇을 배우고 어떤 직업을 준비할 것인가에 대한 강의,2016-11-02,2016-11-02,19:00~ 21:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료(선착순),만 12세 미만일 경우 보호자 동반,null,null,https://www.acc.go.kr/board/schedule/education/1038,"홈페이지 신청, 현장신청",Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1927,전문교육 ? DE;MAKE 니팅,민주평화교류원(지하1층),니트를 이해하기 위해 다양한 재료를 경험하고 섬유의 융복합적 적용 방법을 배우는 과정  ※ 교육→제작→전시 →판매,2016-10-30,2016-11-20,: 13:00 ~ 17:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"60,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/957,홈페이지 신청,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1928,어벤져스 엔드게임 아시아 팬 이벤트,장충체육관 주체육관,외화 소개 및 주연배우 팬미팅,2019-04-15,2019-04-15,19:30,null,무료,디즈니 코리아,디즈니 코리아,null,null,null,null,null,null,null,null,null,null,서울특별시 중구 동호로 241 장충체육관,null,37.5586394894,127.0066775130,2019-05-30,B553774
1929,닥터랄랄라,어린이극장,"병을 고치는 의사와 간호사의 행세를 하는 주인공들이 실제로 진짜 환자였다는 해프닝을 보여주며, 부조리로 가득한 사회상을 은유적으로 표현하는 ‘음악당 달다’의 대표 공연",2016-10-30,2016-10-30,14:00~14:30 (어린이문화원 로비) 16:00~16:30 (어린이문화원 로비)  18:00~18:30 (어린이문화원 나눔광장),null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,전 연령,null,null,https://www.acc.go.kr/board/schedule/child/942,자유관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1930,전문교육 ? DE;MAKE 위빙,민주평화교류원(지하1층),업사이클링을 통한 새로운 섬유소재와 아이템 개발 모색을 위한 창작자 양성 과정    ※ 교육→제작→전시 →판매,2016-10-29,2016-11-19,: 10:00 ~ 14:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"60,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/956,홈페이지 예매,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1931,길가락유랑,아시아문화광장,인생길을 유랑하며 마주친 의미 있는 순간들을 예스럽게 혹은 요즘 스럽게 음악으로 풀어낸 ‘여유’를 선물합니다.,2016-10-29,2016-10-29,"14:00~14:30,16:00~16:30 어린이문화원 지하 2층 로비 18:00~18:30 나눔광장",null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,전 연령,null,null,https://www.acc.go.kr/board/schedule/child/941,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1932,LONG:D,아시아문화광장,유쾌한 상상력을 노래하는 전자음악 밴드 롱디 소울음악에 전자음을 입혀 색다르지만 익숙한 느낌을 주는 음악을 선보입니다.,2016-10-29,2016-10-29,19:00~20:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,전 연령,null,null,https://www.acc.go.kr/board/schedule/child/940,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1933,ACT Lab Day(3차),ACT 스튜디오1,ACT Lab Day는 전당 창제작센터(ACT Center)가 기획·운영하는 ‘프로젝트 랩’의 콘텐츠 개발 과정을 공유하는 프로그램입니다. 3차 ACT Lab Day에서는 Media Surface를 주제로 워크숍과 세미나가 진행됩니다.,2016-10-29,2016-10-29,제작워크숍 : 14:00~18:00  융합학술세미나 : 14:00~17:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료(선착순 접수),관련 전문가 및 준전문가,null,null,https://www.acc.go.kr/board/schedule/971,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1934,기초교육 ? 매듭,민주평화교류원(지하1층),전통 매듭 기법을 이용하여 일상에서 활용할 수 있는 디자인 소품과 장신구를 만드는 과정,2016-10-28,2016-11-18,14:00~17:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"40,000원",일반,null,null,https://www.acc.go.kr/board/schedule/education/953,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1935,황수미 앙상블 마테우스 내한공연,코스모스대극장,클래식,2016-10-28,2016-10-28,20:00,null,유료,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,null,600,R석 4만원+ S석 3만원,만 7세 이상,홈페이지 참조,null,http://www.gart.go.kr/,http://www.gart.go.kr/,Y,경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.59557025,127.129884,2019-12-06,3980000
1936,대한민국 포크 3Diva 여고동창회 콘서트,코스모스대극장,콘서트,2016-10-21,2016-10-21,20:00,null,유료,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,null,600,R석 4만원+ S석 3만원,만 7세 이상,홈페이지 참조,null,http://www.gart.go.kr/,http://www.gart.go.kr/,Y,경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.59557025,127.129884,2019-12-06,3980000
1937,모스크바 피아노 트리오 내한공연,유채꽃소극장,클래식,2016-10-14,2016-10-14,20:00,null,유료,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,null,280,2만원,만 7세 이상,홈페이지 참조,null,http://www.gart.go.kr/,http://www.gart.go.kr/,Y,경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.59557025,127.129884,2019-12-06,3980000
1938,아름다운 가사가 들리는 콘서트 홍경민 with 두번째달,코스모스대극장,콘서트,2016-10-07,2016-10-07,20:00,null,유료,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,null,600,R석 4만원+ S석 3만원,만 7세 이상,홈페이지 참조,null,http://www.gart.go.kr/,http://www.gart.go.kr/,Y,경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.59557025,127.129884,2019-12-06,3980000
1939,토속민요 프로젝트 <불러온 노래>,유채꽃소극장,전통예술,2016-09-30,2016-09-30,20:00,null,유료,구리아트홀(구리시청),구리아트홀(구리시청),031-550-8800,null,280,1만원,8세 이상,홈페이지 참조,null,http://www.gart.go.kr/,http://www.gart.go.kr/,Y,경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.59557025,127.129884,2019-12-06,3980000
1940,한국무용가 백경우,수성아트피아 용지홀,무용,2020-09-20,2020-09-20,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,1159,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1941,9월 문화가 있는 날 <리에목관앙상블>,수성아트피아 무학홀,클래식,2020-09-28,2020-09-28,19:30,21:00,무료,수성아트피아,수성아트피아,053-668-1800,,301,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1942,다닐 트리포노프 피아노 리사이틀->삭제 (공연취소),수성아트피아 용지홀,클래식,2020-10-08,2020-10-08,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,1159,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1943,대구시티발레단,수성아트피아 용지홀,발레,2020-10-11,2020-10-11,17:00,18:30,유료,수성아트피아,수성아트피아,053-668-1800,,1159,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1944,바리톤 제상철 독창회,수성아트피아 용지홀,클래식,2020-10-13,2020-10-13,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,1159,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1945,수성월드뮤직페스티벌,수성아트피아 용지홀/무학홀,월드뮤직,2020-10-15,2020-10-18,15:00,21:00,무료,수성아트피아,수성아트피아,053-668-1800,,1159,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1946,바흐 사이클 시리즈,수성아트피아 무학홀,클래식,2020-10-21,2020-10-22,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,301,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1947,가을음악회 <한국가곡의밤>->삭제 (공연취소),수성아트피아 용지홀,클래식,2020-10-23,2020-10-23,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,301,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1948,10월 문화가 있는 날 <한인원&류현주>,수성아트피아 무학홀,음악회,2020-10-28,2020-10-28,19:30,20:30,무료,수성아트피아,수성아트피아,053-668-1800,,301,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1949,소프라노 오희진 독창회,수성아트피아 무학홀,클래식,2020-10-30,2020-10-30,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,301,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1950,테너 김성환 독창회,수성아트피아 무학홀,클래식,2020-11-07,2020-11-07,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,301,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1951,TBC수성아트피아 소년소녀합창단 제9회 정기연주회,수성아트피아 용지홀,음악회,2020-11-08,2020-11-08,19:30,21:00,무료,수성아트피아,수성아트피아,053-668-1800,,1159,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1952,대구예술가곡회 예술가곡의 밤,수성아트피아 용지홀,클래식,2020-11-12,2020-11-12,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,301,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1953,오페라가 들리는 48시간 이탈리아 여행,수성아트피아 용지홀,클래식,2020-11-15,2020-11-15,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,1159,,,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-03-04,3460000
1954,ACC in Flux,문화창조원 복합6관,"개관 1주년 기념 아카이브 전시 < ACC in Flux >에서는 2015년 개관 전후 제작·수집된 콘텐츠, 기관 아카이브 자료 등을 중심으로 전당이 끊임없이 변화하고 타 분야, 여러 국가와 경계 없이 소통 · 융합하는 모습을 보여주고자 합니다.",2016-11-23,2017-02-26,"(화)~(일) : 10:00 ~ 18:00 (수,토) : 10:00 ~ 19:00",null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,만7세이상,null,null,https://www.acc.go.kr/board/schedule/exhibition/1161,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1955,"GO 웹툰, 웹툰 ACC",라이브러리파크 기획관2,웹툰 전문 플랫폼을 이용한 작품 전시를 통해 한국 웹툰 산업을 조망하는 체험전입니다. 플랫폼별 작품 및 서비스 특성을 소개하여 웹툰 체험의 다양한 기회를 제공합니다.,2016-11-22,2017-03-10,"(화)~(일) : 10:00 ~ 18:00 (수,토) : 10:00 ~ 19:00",null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,null,null,null,https://www.acc.go.kr/board/schedule/exhibition/1186,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1956,"GO 웹툰, 웹툰 ACC 프로그램",라이브러리파크 기획관2,"웹툰 전문 플랫폼으로 다양한 웹툰을 만나보는 전시, ‘GO 웹툰, 웹툰 ACC’의 연계 프로그램. ‘잡데이’와 ‘웹툰 작가와의 만남’",2016-11-22,2017-02-11,10:00 ~ 18:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,null,null,null,https://www.acc.go.kr/board/schedule/event/1151,null,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1957,<특별한 하루> 젊은 예술가 릴레이 강연 솔직한 예술- 김현정&호조,문화정보원 B3 극장3,현대인의 일상을 소재로 한국화를 그리며 대중과 소통하는 한국화가 김현정과 국민 캐릭터 카카오프렌즈를 탄생시킨 캐릭 터 디자이너 호조가 진솔하게 나누는 솔직한예술 이야기,2016-11-19,2016-11-19,14:00 ~ 16:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,만7세이상,null,null,https://www.acc.go.kr/board/schedule/event/1134,현장접수 및 전화접수,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1958,Golden Age,예술극장 극장1,국립아시아문화전당-아시아무용커뮤니티 특별 프로그램  아시아7개국의 무용수가 선보이는 공동창작 무용 공연으로 무용수들의 한 달간의 열정이 고스란히 녹아든 무대 국립아시아문화전당 자체 제작 공연,2016-11-18,2016-11-19,19:30 ~ 20:30 17:00 ~ 18:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"전석 5,000원",만7세이상,null,null,https://www.acc.go.kr/board/schedule/performance/1102,홈페이지 신청 및 현장신청,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1959,인문학으로 읽는 천자문,문화정보원 B3 극장3,"《천자문》은 1000개의 한자가 아닌 125개의 문장으로 이루어져 있다 《천자문》은 ‘한자 학습서’가 아닌 ‘동양 고전(인문학서)’이다 《천자문》, 어떻게 읽어야 하나? - 《천자문》을 배우고 익히는 새로운 방법에 대해 배워보는 강의",2016-11-18,2016-11-18,19:00  ~ 21:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료(선착순),만 12세 미만일 경우 보호자 동반,null,null,https://www.acc.go.kr/board/schedule/education/1041,"홈페이지 신청, 현장신청",Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1960,드라마텐트 IN ASIA ‘네네파칸데’,어린이문화원 매표소 앞 로비,"한밤중, 아이들이 마을에서 사라진다 거대한 유령 네네 파칸데에게서 아이들을 구해낼 수 있을까요?",2016-11-17,2016-11-20,11:00/14:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든연령,null,null,https://www.acc.go.kr/board/schedule/child/1071,자유관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1961,2016 국립아시아문화전당 심포지엄,국제회의실(콘퍼런스홀),“아시아의 인식과 지평”이라는 주제 하에 국내외 저명한 학자와 전문가가 모여 아시아에 대한 인식과 접근 방법을 새롭게 모색한다.,2016-11-17,2016-11-19,11/17 : 14:00 ~ 18:00 11/18 : 09:30 ~ 18:00 11/19 : 09:30 ~ 15:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,성인,null,null,https://www.acc.go.kr/board/schedule/event/1101,현장접수(선착순마감),Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
1962,벼 vs 밀 : 미면출어맥면(米麵出於麥麵),문화정보원 B3 극장3,인문학적 관점으로 ‘벼와 밀’의 음식학을 살펴보는 강의,2016-11-16,2016-11-16,19:00  ~ 21:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료(선착순),만 12세 미만일 경우 보호자 동반,null,null,https://www.acc.go.kr/board/schedule/education/1043,"홈페이지 신청, 현장신청",Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
