,rowNum,opnSfTeamCode,mgtNo,opnSvcId,updateGbn,updateDt,opnSvcNm,bplcNm,sitePostNo,siteWhlAddr,rdnPostNo,rdnWhlAddr,siteArea,apvPermYmd,apvCancelYmd,dcbYmd,clgStdt,clgEnddt,ropnYmd,trdStateGbn,trdStateNm,dtlStateGbn,dtlStateNm,x,y,lastModTs,uptaeNm,siteTel
77,5580,3710000,2007371006702100002,09_28_05_P,U,2021-04-11 02:40:00,고압가스업,울산과학대학교,,울산광역시 동구 화정동 산 160-1 울산과학대학동부캠퍼스 ,,"울산광역시 동구 봉수로 101 (화정동,울산과학대학동부캠퍼스)",,20071008,,,,,20071203,01,영업\/정상,01,영업중,419126.487222941    ,224441.957553219    ,20210409092628,제조,
78,5585,3690000,3690000-101-2007-00161,07_24_04_P,U,2021-04-11 02:40:00,일반음식점,주박사 장충왕족발,681802,울산광역시 중구 다운동 761-3 ,44402,울산광역시 중구 다운3길 7 (다운동),16.55,20070913,,,,,,01,영업\/정상,01,영업,405469.031235702    ,231698.519514611    ,20210409140435,한식,052 223 5569
79,5613,3700000,PHMA220073700018021200004,01_01_01_P,U,2021-04-11 02:40:00,병원,새생명요양병원,680802,울산광역시 남구 달동 873번지 11호 1~4층,44691,울산광역시 남구 돋질로 84 (달동),,20070704,,,,,,01,영업\/정상,13,영업중,409887.289512543    ,228974.265151548    ,20210409091211,요양병원(일반요양병원),052-276-9789
80,5719,3710000,PHMA120063710033041100006,01_01_02_P,U,2021-04-11 02:40:00,의원,생기나라한의원,682810,울산광역시 동구 일산동 457번지 5호,44052,울산광역시 동구 방어진순환도로 707 (일산동),,20060926,,,,,,01,영업\/정상,13,영업중,420346.974244516    ,225507.30958371     ,20210409090446,한의원,052-252-7788
81,5812,3700000,PHMA120053700018041100036,01_01_02_P,U,2021-04-11 02:40:00,의원,미소원치과의원,,울산광역시 남구 삼산동 1612번지 7호,44715,"울산광역시 남구 화합로 150, 2,3층 (삼산동)",,20050929,,,,,,01,영업\/정상,13,영업중,412168.856251437    ,229004.646331251    ,20210409064315,치과의원,052-1899-7518
82,5892,3700000,PHMA120053700018041100003,01_01_02_P,U,2021-04-11 02:40:00,의원,센텀신경외과의원,,울산광역시 남구 옥동 248-4,44662,울산광역시 남구 문수로 376 (옥동),,20050202,,,,,,01,영업\/정상,13,영업중,408022.44438575     ,228469.123383181    ,20210409044315,의원,052-271-8833
83,5966,3690000,3690000-101-2004-00107,07_24_04_P,U,2021-04-11 02:40:00,일반음식점,뿅가네 곱닭,681820,울산광역시 중구 태화동 910-11 ,44439,울산광역시 중구 태화강국가정원길 57 (태화동),87.91,20040429,,,,,,01,영업\/정상,01,영업,406852.583034275    ,230606.569902852    ,20210409110255,한식,052 222 9292
84,6088,3700000,PHMA220023700018021200003,01_01_01_P,U,2021-04-11 02:40:00,병원,에이치엠병원,680828,울산광역시 남구 신정동 690번지 5호,44676,울산광역시 남구 중앙로167번길 26 (신정동),,20021230,,,,,,01,영업\/정상,13,영업중,409541.050422074    ,228655.145433698    ,20210409091139,병원,052-267-0075
85,6293,3690000,2000369006723200057,08_26_02_P,U,2021-04-11 02:40:00,방문판매업,기아병영대리점,,울산광역시 중구 약사동 626-17,44472,울산광역시 중구 번영로 547 (약사동),,20000501,,,,,,01,영업\/정상,01,정상영업,412246.14348654     ,232332.637039455    ,20210409090518,,052 297 7900
86,6377,3700000,PHMA119983700018041100009,01_01_02_P,U,2021-04-11 02:40:00,의원,강남피부과의원,680805,울산광역시 남구 달동 1367번지 9호 4층,44707,"울산광역시 남구 삼산로 257, 4층 (달동)",,19980817,,,,,,01,영업\/정상,13,영업중,411705.621268347    ,229110.334812107    ,20210409064315,의원,052-260-5522
87,6520,3700000,3700000-101-1995-00385,07_24_04_P,U,2021-04-11 02:40:00,일반음식점,동네바보족발,680800,울산광역시 남구 달동 123-6 (지상1층) ,44725,"울산광역시 남구 신정로40번길 20 (달동,(지상1층))",103.24,19950906,,,,,,01,영업\/정상,01,영업,410714.39961231     ,228736.081912683    ,20210409154641,한식,052 2691929
88,6666,3710000,3710000-105-1990-00021,07_21_02_P,U,2021-04-11 02:40:00,집단급식소,한국프랜지(주) 제1공장,682801,울산광역시 동구 동부동 194-1 한국프렌지 ,44007,"울산광역시 동구 미포1길 2, 한국프렌지 (동부동)",,19900719,,,,,,01,영업\/정상,01,영업,420177.188113816    ,229420.399233831    ,20210409162143,산업체,052 250 5051
89,6670,3730000,3730000-105-1990-00001,07_21_02_P,U,2021-04-11 02:40:00,집단급식소,대한유화(주)온산공장,689892,울산광역시 울주군 온산읍 처용리 130 ,44994,울산광역시 울주군 온산읍 온산로 134,,19900518,,,,,,01,영업\/정상,01,영업,411943.984968304    ,219704.140538275    ,20210409155422,산업체,052 2311113
90,6748,3700000,3700000-201-1984-00004,03_11_03_P,U,2021-04-11 02:40:00,숙박업,오성모텔,680828,울산광역시 남구 신정동 660-13 ,44676,울산광역시 남구 삼산로55번길 7-1 (신정동),267.00,19840808,,,,,,01,영업\/정상,01,영업,409745.587542836    ,228565.203059115    ,20210409141122,여관업,2739070
91,6788,3720000,3720000-105-1999-00004,07_21_02_P,U,2021-04-11 02:40:00,집단급식소,현대자동차(주)울산서비스센터,683360,울산광역시 북구 효문동 580-1 ,44252,울산광역시 북구 염포로 317 (효문동),,19790801,,,,,,01,영업\/정상,01,영업,415199.449209727    ,231570.695007934    ,20210409110222,산업체,052 2837406
92,6796,3710000,PHMA219773710033021200001,01_01_01_P,U,2021-04-11 02:40:00,병원,학교법인 울산공업학원 울산대학교병원,,울산광역시 동구 전하동 290번지 3호 울산대학교병원,44033,"울산광역시 동구 방어진순환도로 877, 울산대학교병원 (전하동)",,19770323,,,,,,01,영업\/정상,13,영업중,420254.566018024    ,227316.441402599    ,20210409091215,종합병원,052-250-7000
93,6803,3730000,3730000-101-1976-00001,07_24_04_P,U,2021-04-11 02:40:00,일반음식점,물,689804,울산광역시 울주군 언양읍 동부리 137 ,44941,울산광역시 울주군 언양읍 동부8길 21,20.40,19760312,,,,,,01,영업\/정상,01,영업,392698.676884609    ,231528.676125679    ,20210409114728,한식,
