rowNum,opnSfTeamCode,mgtNo,opnSvcId,updateGbn,updateDt,opnSvcNm,bplcNm,sitePostNo,siteWhlAddr,rdnPostNo,rdnWhlAddr,siteArea,apvPermYmd,apvCancelYmd,dcbYmd,clgStdt,clgEnddt,ropnYmd,trdStateGbn,trdStateNm,dtlStateGbn,dtlStateNm,x,y,lastModTs,uptaeNm,siteTel,latitude,longitude
4979,3700000,3700000-134-2014-00014,07_22_03_P,U,2021-04-15 02:40:00,건강기능식품일반판매업,쿱스토어울산신정점,680833,울산광역시 남구 신정동 1224-4 지상1 ,44651,"울산광역시 남구 봉월로59번길 10-1, 지상1층 (신정동)",.30,20140304,,,,,,01,영업\/정상,01,영업,408915.722825607    ,228913.396004697    ,20210413093216,,052 276 4668,35.5379392,129.3043301
5057,6310000,20136310000301000057,08_26_05_P,U,2021-04-15 02:40:00,후원방문판매업체,아모레 울산 중앙특약점,680804,울산광역시 남구 달동  1254번지 12호 ,,울산광역시 남구 왕생로40번길 5 (달동),,20130816,,,,,,01,영업\/정상,2,영업,411482.530780078    ,228909.468460951    ,20210413000000,,0522278693,35.5374122,129.3325847
5058,6310000,20136310000301000050,08_26_05_P,U,2021-04-15 02:40:00,후원방문판매업체,아모레 울산호계특약점,683812,울산광역시 북구 호계동  275번지 8호 ,,"울산광역시 북구 동대로 5, 2층 (호계동)",,20130816,,,,,,01,영업\/정상,2,영업,413096.997872423    ,238845.1816389      ,20210413000000,,,35.6264769,129.3529965
5059,6310000,20136310000301000047,08_26_05_P,U,2021-04-15 02:40:00,후원방문판매업체,아모레 울산신정특약점,680822,울산광역시 남구 신정동  586번지 11호 ,,울산광역시 남구 돋질로 87 (신정동),,20130816,,,,,,01,영업\/정상,2,영업,409893.680020962    ,229050.602079562    ,20210413000000,,,35.5391793,129.3150477
5060,6310000,20136310000301000051,08_26_05_P,U,2021-04-15 02:40:00,후원방문판매업체,아모레 언양특약점,44948,울산광역시 울주군 삼남읍 교동리 1587번지 5호 ,,울산광역시 울주군 삼남읍 교동로 104,,20130816,,,,,,01,영업\/정상,2,영업,391783.848211957    ,230884.160254488    ,20210413000000,,0522545905,35.5591845,129.1159745
5120,3700000,3700000-134-2013-00039,07_22_03_P,U,2021-04-15 02:40:00,건강기능식품일반판매업,쿱스토어울산무거점,680808,울산광역시 남구 무거동 487-4 1층 ,44614,"울산광역시 남구 옥현로46번길 5-3, 1층 (무거동)",1.00,20130329,,,,,,01,영업\/정상,01,영업,405030.185193689    ,229132.288574919    ,20210413095735,,052 227 8950,35.5407588,129.2615221
5121,3700000,3700000-134-2013-00029,07_22_03_P,U,2021-04-15 02:40:00,건강기능식품일반판매업,쿱스토어울산삼산점,680816,울산광역시 남구 삼산동 1545-1 (지상 1층) ,44705,울산광역시 남구 돋질로 302 (지상 1층 (삼산동),.90,20130329,,,,,,01,영업\/정상,01,영업,411941.3884419      ,229645.544570457    ,20210413094630,,,35.5439471,129.337835
5148,3720000,3720000-121-2013-00001,07_22_18_P,U,2021-04-15 02:40:00,제과점영업,쿱스토어울산화봉점,683300,울산광역시 북구 화봉동 1467-1 (지상1층) ,44240,"울산광역시 북구 화산로 12-5 (화봉동, 지상1층)",4.49,20130116,,,,,,01,영업\/정상,01,영업,414348.057293157    ,235176.781626507    ,20210413094211,제과점영업,052 287 6248,35.597375,129.3892124
5152,3690000,3690000-101-2013-00003,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,돼지생갈비상회 태화점,681818,울산광역시 중구 태화동 116-2 ,44456,"울산광역시 중구 태화강국가정원길 231-8, 1층 (태화동)",120.28,20130103,,,,,,01,영업\/정상,01,영업,408538.071331843    ,230414.909340689    ,20210413155636,한식,052 244 9494,35.5535185,129.3080511
5170,3700000,3700000-102-2012-00012,07_23_02_P,U,2021-04-15 02:40:00,유흥주점영업,비너스,680817,울산광역시 남구 삼산동 1562-1 (지상 2층) ,44713,울산광역시 남구 삼산로317번길 12-2 (지상 2층 (삼산동),120.40,20121024,,,,,,01,영업\/정상,01,영업,412314.282167967    ,229319.338433452    ,20210413094250,간이주점,,35.5409083,129.3418559
5418,3720000,3720000-101-2010-00141,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,뽀글뽀글맛사랑,683805,울산광역시 북구 연암동 481-2 (1층) ,44244,"울산광역시 북구 상방5길 31 (연암동,(1층))",99.50,20101029,,,,,,01,영업\/정상,01,영업,414466.689782097    ,233970.477251084    ,20210413103952,한식,052 288 3337,35.5823262,129.3668247
5425,3720000,CDFF3242052010000001,03_09_01_P,U,2021-04-15 02:40:00,노래연습장업,사라있네노래연습장,,울산광역시 북구 화봉동 448-2 화봉종합시장 나동 202호,,"울산광역시 북구 상방로 94, 나동 202호 (화봉동,화봉종합시장)",,20101007,,,,,,01,영업\/정상,13,영업중,414349.224542282    ,234689.337585127    ,20210413152129,,,35.5887616,129.3654919
5454,3730000,1998373001102100006,09_28_05_P,U,2021-04-15 02:40:00,고압가스업,롯데이네오스화학(주),,울산광역시 울주군 청량면 상남리 2-2 ,,울산광역시 울주군 청량면 상개로 63-15,,20100701,,,,,,01,영업\/정상,01,영업중,410281.585741       ,223478.675989       ,20210413150057,제조,,35.4891407,129.3177583
5484,3720000,3720000-102-2010-00002,07_23_02_P,U,2021-04-15 02:40:00,유흥주점영업,캔디노래타운,683350,울산광역시 북구 진장동 * 86B 11L (1층) ,44254,"울산광역시 북구 명촌23길 42 (진장동, 1층)",99.00,20100503,,,,,,01,영업\/정상,01,영업,413511.735352577    ,231165.719812476    ,20210413112625,룸살롱,052 2883663,35.5572047,129.355471
5501,3730000,3730000-101-2010-00039,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,명가분식,689804,울산광역시 울주군 언양읍 동부리 256-3 ,44941,"울산광역시 울주군 언양읍 동부6길 10, 1층",89.76,20100318,,,,,,01,영업\/정상,01,영업,392563.152748084    ,231688.291073796    ,20210413173657,분식,,35.5662016,129.1258244
5521,3730000,2010373010205600010,11_43_02_P,U,2021-04-15 02:40:00,담배소매업,편의점사랑마트 울산청량점,,울산광역시 울주군 청량읍 상남리 892-2,44985,울산광역시 울주군 청량읍 상남길 1,,20100128,,,,,,01,영업\/정상,0,정상영업,409391.208194752    ,222909.626756828    ,20210413151047,,268-6698,35.4837891,129.3080222
5585,3720000,3720000-134-2009-00020,07_22_03_P,U,2021-04-15 02:40:00,건강기능식품일반판매업,에치와이 호계점,683812,울산광역시 북구 호계동 284-9 (지상1층) ,44227,"울산광역시 북구 동대9길 4 (호계동, 지상1층)",174.12,20090821,,,,,,01,영업\/정상,01,영업,413358.068153769    ,239074.280085524    ,20210413144814,,052 293 1239,35.6284984,129.3559736
5649,3700000,3700000-101-2009-00192,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,멕시카나울산대점,680809,울산광역시 남구 무거동 852-17 (지상1층) ,44607,"울산광역시 남구 신복로17번길 3 (무거동, (지상1층))",108.90,20090616,,,,,,01,영업\/정상,01,영업,404895.303477913    ,229895.992577817    ,20210413152056,통닭(치킨),052 226 0541,35.547641,129.260247
5694,3720000,3720000-120-2009-00001,07_21_01_P,U,2021-04-15 02:40:00,위탁급식영업,씨제이프레시웨이 덕양산업점,683804,울산광역시 북구 연암동 945 (지하1층) ,44247,"울산광역시 북구 효암로 366, 지하1층 (연암동)",498.27,20090105,,,,,,01,영업\/정상,01,영업,414264.672298001    ,233669.325649937    ,20210413135851,위탁급식영업,052 2191044,35.5796214,129.3646042
5732,3720000,3720000-120-2008-00003,07_21_01_P,U,2021-04-15 02:40:00,위탁급식영업,씨제이프레시웨이주식회사 덕산하이메탈점,683804,울산광역시 북구 연암동 597-3 덕산하이메탈(주) 지상1층 본관동 ,44252,"울산광역시 북구 무룡1로 66, 덕산하이메탈(주) 본관동 지상1층 (연암동)",80.42,20080820,,,,,,01,영업\/정상,01,영업,414469.252049164    ,233293.206044101    ,20210413140143,위탁급식영업,,35.5762353,129.3669088
5749,3720000,372000003320080009,02_04_01_P,U,2021-04-15 02:40:00,가축사육업,달곡농장,683250,울산광역시 북구 무룡동 603 ,,울산광역시 북구 달곡1길 128-10 (무룡동),0,20080707,,,,,,01,영업\/정상,0000,정상,419287.945511126    ,237136.042268882    ,20210413131933,,,35.6098407,129.4208263
5859,3700000,3700000-201-2007-00001,03_11_03_P,U,2021-04-15 02:40:00,숙박업,알리바바 호텔,680815,울산광역시 남구 삼산동 1638-10 ,44716,울산광역시 남구 삼산로 406 (삼산동),"2,435.00",20070416,,,,,,01,영업\/정상,01,영업,413170.314705113    ,229167.301172783    ,20210413172856,일반호텔,052 2570930,35.5393744,129.3512883
5870,3730000,3730000-101-2007-00055,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,BBQ치킨(울산언양점),689807,울산광역시 울주군 언양읍 송대리 278 ,44938,울산광역시 울주군 언양읍 내곡1길 49,75.90,20070329,,,,,,01,영업\/정상,01,영업,392352.958940229    ,231566.187229253    ,20210413094402,통닭(치킨),052 2631926,35.5721728,129.1261549
5875,3730000,373000000920070004,07_22_04_P,U,2021-04-15 02:40:00,축산판매업,처용산오리식육점,,울산광역시 울주군 청량읍 상남리 586-4 ,44984,울산광역시 울주군 청량읍 덕하로 239,0,20070306,,,,,,01,영업\/정상,0000,정상,409178.46845400000  ,224161.12291700000  ,20210413162400,식육판매업,,35.4923337,129.305098
5912,3700000,2006370005323200030,08_26_02_P,U,2021-04-15 02:40:00,방문판매업,홍선생미술,,울산광역시 남구 무거동 485-10,44614,"울산광역시 남구 문수로75번길 19, 202호 (무거동)",,20061023,,,,,,01,영업\/정상,01,정상영업,404850.629764082    ,230000.574639721    ,20210413194942,,052-222-0301,35.540378,129.2623421
6137,3720000,372000000920040004,07_22_04_P,U,2021-04-15 02:40:00,축산판매업,에치와이 호계점,,울산광역시 북구 호계동 284-9 ,44227,울산광역시 북구 동대9길 4 (호계동),189.8,20040414,,,,,,01,영업\/정상,0000,정상,413358.068153769    ,239074.280085524    ,20210413150921,우유류판매업,052-293-1239,35.6284984,129.3559736
6188,3700000,3700000-101-2003-00472,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,으뜸삼겹살,680808,울산광역시 남구 무거동 626-18 ,44611,울산광역시 남구 대학로76번길 12 (무거동),85.32,20030821,,,,,,01,영업\/정상,01,영업,404895.227541633    ,229163.05304492     ,20210413140842,식육(숯불구이),052 2210343,35.541057,129.2600723
6199,3730000,3730000-106-2003-00007,07_22_11_P,U,2021-04-15 02:40:00,식품제조가공업,주식회사 그린웰푸드,689871,"울산광역시 울주군 웅촌면 고연리 463-2 외 1필지(1~4동), 463-8(1동) ",44968,울산광역시 울주군 웅촌면 고연로 98-4,"2,019.15",20030711,,,,,,01,영업\/정상,01,영업,397277.155712463    ,218538.449070273    ,20210413174612,식품제조가공업,052 2699805,35.446821,129.1733833
6260,3700000,3700000-102-2002-00162,07_23_02_P,U,2021-04-15 02:40:00,유흥주점영업,선녀,680813,울산광역시 남구 삼산동 225-2 (지상2층) ,44712,"울산광역시 남구 정동로80번길 18 (삼산동,(지상2층))",217.86,20021204,,,,,,01,영업\/정상,01,영업,412719.321720753    ,229321.128187131    ,20210413165638,룸살롱,2601288,35.5408368,129.3463274
6263,3710000,3710000-101-2002-00303,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,국제통닭 전하점,682816,울산광역시 동구 전하동 620-1 대성상가아파트 ,44042,"울산광역시 동구 전하로 13, 1층 102호 (전하동, 대성상가아파트)",53.33,20021125,,,,,,01,영업\/정상,01,영업,420294.542261813    ,226332.620381735    ,20210413154035,한식,052 2323517,35.5117719,129.4283771
6281,3730000,3730000-101-2002-00220,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,굽네치킨,689802,울산광역시 울주군 언양읍 남부리 297-1 ,44946,"울산광역시 울주군 언양읍 남문길 20, 1층",57.60,20020930,,,,,,01,영업\/정상,01,영업,392758.582527843    ,231666.911706121    ,20210413172026,호프\/통닭,052 0185063,35.5646735,129.1225743
6286,3700000,3700000-101-2002-00620,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,사시미전문점 썰어(魚),680843,울산광역시 남구 옥동 126-4 (지상2층) ,44664,"울산광역시 남구 대공원로99번길 11, 2층 (옥동)",117.50,20020828,,,,,,01,영업\/정상,01,영업,408109.402800283    ,228205.244992678    ,20210413114304,횟집,2686843,35.5317596,129.2952405
6358,3700000,3700000-101-2001-00851,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,모티,680831,울산광역시 남구 신정동 810-23 ,44741,울산광역시 남구 중앙로 95 (신정동),75.24,20011211,,,,,,01,영업\/정상,01,영업,409986.684228083    ,228031.351535842    ,20210413114516,식육(숯불구이),052 2731227,35.5298083,129.3158827
6430,3690000,369000021200100001,09_30_08_P,U,2021-04-15 02:40:00,대기오염물질배출시설설치사업장,가구재생도장공업사,null,울산광역시 중구 반구동 797-3 ,,울산광역시 중구 화합로 284 (반구동),,20010119,,,,,,01,영업\/정상,11,영업,412185.261191621    ,230477.183768942    ,20210413134414,,052 2927667,35.5513605,129.3407319
6461,3700000,2000370005323200029,08_26_02_P,U,2021-04-15 02:40:00,방문판매업,기아달동대리점,680030,울산광역시 남구 달동 1369번지 14호,,울산광역시 남구 번영로 79-1 (달동),,20000808,,,,,,01,영업\/정상,01,정상영업,411220.956186611    ,228376.206458043    ,20210413195726,,052 227-2110,35.5326505,129.3295718
6540,3730000,1998373007423200002,08_26_02_P,U,2021-04-15 02:40:00,방문판매업,기아 언양대리점,,울산광역시 울주군 삼남읍 교동리 1561-10,44949,울산광역시 울주군 삼남읍 교동로 137,,19980930,,,,,,01,영업\/정상,01,정상영업,391795.9949467      ,231214.941996986    ,20210413164213,,052-264-7575,35.5621482,129.116245
6708,3700000,PHMA219933700018021200001,01_01_01_P,U,2021-04-15 02:40:00,병원,의료법인정우의료재단프라우메디병원,680816,울산광역시 남구 삼산동 1574번지 2호,44705,울산광역시 남구 삼산중로 94 (삼산동),,19930621,,,,,,01,영업\/정상,13,영업중,411772.807960307    ,229412.797203091    ,20210413090039,병원,052-226-7114,35.5418412,129.335921
6847,3690000,3690000-104-1981-00002,07_24_05_P,U,2021-04-15 02:40:00,휴게음식점,육교다방,681821,울산광역시 중구 학성동 65-1 ,44527,울산광역시 중구 학성공원3길 55 (학성동),.00,19810129,,,,,,01,영업\/정상,01,영업,411897.233605002    ,230932.41125697     ,20210413155546,다방,052 297 2538,35.55553039999999,129.3376845
6869,3700000,3700000-105-1973-00003,07_21_02_P,U,2021-04-15 02:40:00,집단급식소,대한유화(주)울산공장,680110,울산광역시 남구 부곡동 178 ,44785,울산광역시 남구 처용로 260-158 (부곡동),621.00,19730501,,,,,,01,영업\/정상,01,영업,411949.673842388    ,224120.839032101    ,20210413163339,산업체,052 2725151,35.5033168,129.3342907
